7.53785924,134.0146737
7.80025784,133.66204461
7.46867379,133.86004687
7.67341924,133.62384041
7.4728212,133.75199203
7.7892516,133.90838806
7.47256331,133.68738016
7.62759374,133.98144213
7.55776234,134.21568448
7.75065067,133.94552367
7.74514135,133.95534516
7.77583466,134.16233893
7.71612725,133.7159257
7.70903491,133.84031821
7.55611365,133.83063963
7.7124535,133.79981874
7.74896146,133.77616483
7.58790427,133.78329322
7.63135713,133.96250502
7.46524105,133.95681427
7.64062334,134.15384356
7.76610383,133.85282627
7.64815807,134.0138314
7.54698712,133.95304277
7.58942434,133.96708347
7.53408892,134.0776772
7.75087655,133.9067272
7.70359942,134.1551923
7.51173966,133.84653943
7.51121924,134.2083068
7.54475954,133.67046996
7.58020403,134.00551717
7.60347402,134.1033292
7.76454739,133.73235648
7.76508224,134.07051568
7.68492159,133.71783948
7.48047176,134.08405738
7.52083846,134.13529171
7.47852936,133.78263508
7.64601893,133.62186919
7.49105523,133.78066064
7.72755511,134.1061527
7.68338735,133.67003532
7.49663867,133.98375971
7.57467242,133.97066219
7.75508557,134.11376877
7.73198488,134.01150722
7.59290547,133.62427605
7.49898596,134.15663373
7.79230952,134.21111677
7.74334113,133.76886188
7.68229383,134.13535231
7.76383575,134.20885508
7.78479805,133.80862547
7.79161786,134.01802043
7.76996952,134.15738251
7.62475346,133.6160473
7.58070797,134.23807946
7.67139812,133.64447029
7.51651285,134.01059006
7.6772253,133.94727139
7.57097213,133.88751727
7.76382633,134.08676607
7.61063811,133.74508212
7.5801167,134.11905062
7.6739481,134.11716055
7.54298396,133.8718133
7.58660739,134.00538192
7.74655807,134.02916599
7.78580105,134.097095
7.4915616,133.61124957
7.70382438,133.69175971
7.71940856,134.14501833
7.60368512,133.66656252
7.49463444,134.14284026
7.67717292,133.95473062
7.51405978,133.79301372
7.66229647,133.63476796
7.64498029,134.21270329
7.56680083,134.01757404
7.69593617,134.13374684
7.51031448,133.81468355
7.57851708,134.13542201
7.79683701,133.91247504
7.71380449,133.95081504
7.77130163,133.95149387
7.63240143,134.19667302
7.77284828,133.60259501
7.58572097,133.94562856
7.49219014,134.18345295
7.5883055,133.6948417
7.59298573,134.15308121
7.48486738,133.74442815
7.57238846,133.64195481
7.7926359,134.00782734
7.68005332,133.90332527
7.8022486,133.80888559
7.73181873,133.6144299
7.79349269,134.0215003
7.66759224,133.93929022
7.7834078,133.96547388
7.72948434,133.78473536
7.64898358,134.05663867
7.51357256,133.6654086
7.55793802,133.69248686
7.54494408,133.97018061
7.57512361,133.838544
7.47926413,133.80508994
7.50936186,133.71452092
7.59461319,133.83361325
7.55542062,133.79442438
7.75513302,133.64869113
7.60738866,134.19234476
7.57267744,134.1702584
7.5253081,134.14536734
7.6128686,133.84428439
7.66665328,134.12745708
7.49978263,133.78832047
7.66748808,133.95898167
7.68799848,134.06779531
7.47896999,134.00402818
7.49641747,133.75181401
7.66185792,134.17350285
7.68156117,133.79938299
7.65130782,134.00736297
7.71440724,133.59990067
7.77442369,133.85782622
7.62686558,133.7163534
7.63925505,134.19568863
7.69819894,134.11796862
7.60478669,133.77008625
7.47539668,133.60907881
7.55350592,133.90830234
7.6760909,133.91788458
7.57779971,133.76455347
7.79286014,133.98157417
7.53488026,134.03649462
7.62525647,133.67031845
7.51270688,133.86820844
7.59630471,134.08823026
7.48943448,133.67687708
7.73685236,133.81099082
7.62714459,133.72166201
7.65425384,133.65195965
7.54682777,133.72040856
7.66979295,134.13646499
7.7381745,134.23252452
7.78643979,134.14222467
7.7643841,133.60164853
7.67043676,134.04430564
7.65013167,133.63747853
